case_index,trace,startup_policy,startup_utilization,reset_policy,reset_utilization,curve_time_fraction,cooling_tau_s,rated_current_a,samples,valid_updates,invalid_updates,reset_events,authority_loss_events,first_authority_ms,first_reset_ms,first_post_reset_authority_ms,first_post_reset_exhaust_ms,first_prod_exhaust_ms,first_ref_exhaust_ms,first_prod_recovery_ms,first_ref_recovery_ms,prod_utilization_before_reset,prod_utilization_after_reset_seed,max_prod_utilization,max_ref_utilization,final_prod_utilization,final_ref_utilization,max_state_abs_error,max_state_rel_error,max_cap_abs_error_a,production_underestimate_violations,cap_nonconservative_violations,cap_tolerance_violations,state_tolerance_violations,result_mismatch_violations,latch_mismatch_samples,latch_nonconservative_violations,strict_pass
78,repeated_corner_exit.csv,seeded,0.8,unknown,0.8,0.75,600,80,6001,6000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799866676331,0.799866677775,0.410647690296,0.410637227608,1.05381206519e-05,1.05381206519e-05,0,0,0,0,0,0,0,0,1
79,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.25,120,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.208465531468,0.208376083382,0.203291147947,0.203203758733,8.94863224951e-05,8.94863224951e-05,0,0,0,0,0,0,0,0,1
80,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.25,300,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.199548557401,0.199498776388,0.197644710541,0.197594966417,4.98541047504e-05,4.98541047504e-05,0,0,0,0,0,0,0,0,1
81,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.25,600,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.174429312348,0.174414734364,0.173984199762,0.173969638286,1.45779846856e-05,1.45779846856e-05,0,0,0,0,0,0,0,0,1
82,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.5,120,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.208465531468,0.208376083356,0.203291147947,0.20320375871,8.94863265103e-05,8.94863265103e-05,0,0,0,0,0,0,0,0,1
83,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.5,300,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.199542582035,0.199491058295,0.197638943791,0.197587578095,5.15594735914e-05,5.15594735914e-05,0,0,0,0,0,0,0,0,1
84,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.5,600,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.173935770988,0.173921042019,0.173501342535,0.173486608073,1.4762153586e-05,1.4762153586e-05,0,0,0,0,0,0,0,0,1
85,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.75,120,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.208465531468,0.208376083356,0.203291147947,0.20320375871,8.94863265103e-05,8.94863265103e-05,0,0,0,0,0,0,0,0,1
86,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.75,300,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.199542582035,0.199491057265,0.197638943791,0.197587577109,5.15602803941e-05,5.15602803941e-05,0,0,0,0,0,0,0,0,1
87,synthetic_endurance.csv,cold-soak,0,unknown,0.8,0.75,600,80,15001,15000,0,0,0,300000,-1,-1,-1,-1,-1,-1,-1,0,0,0.173932358623,0.173916540471,0.173497989774,0.173482203743,1.58218040407e-05,1.58218040407e-05,0,0,0,0,0,0,0,0,1
88,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.25,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.208465531468,0.208376083382,0.203291147947,0.203203758733,8.94863224951e-05,8.94863224951e-05,0,0,0,0,0,0,0,0,1
89,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.25,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.199548557401,0.199498776388,0.197644710541,0.197594966417,4.98541047504e-05,4.98541047504e-05,0,0,0,0,0,0,0,0,1
90,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.25,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.174429312348,0.174414734364,0.173984199762,0.173969638286,1.45779846856e-05,1.45779846856e-05,0,0,0,0,0,0,0,0,1
91,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.5,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.208465531468,0.208376083356,0.203291147947,0.20320375871,8.94863265103e-05,8.94863265103e-05,0,0,0,0,0,0,0,0,1
92,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.5,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.199542582035,0.199491058295,0.197638943791,0.197587578095,5.15594735914e-05,5.15594735914e-05,0,0,0,0,0,0,0,0,1
93,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.5,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.173935770988,0.173921042019,0.173501342535,0.173486608073,1.4762153586e-05,1.4762153586e-05,0,0,0,0,0,0,0,0,1
94,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.75,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.208465531468,0.208376083356,0.203291147947,0.20320375871,8.94863265103e-05,8.94863265103e-05,0,0,0,0,0,0,0,0,1
95,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.75,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.199542582035,0.199491057265,0.197638943791,0.197587577109,5.15602803941e-05,5.15602803941e-05,0,0,0,0,0,0,0,0,1
96,synthetic_endurance.csv,known-cold,0,unknown,0.8,0.75,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.173932358623,0.173916540471,0.173497989774,0.173482203743,1.58218040407e-05,1.58218040407e-05,0,0,0,0,0,0,0,0,1
97,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.25,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499583512545,0.49958350689,0.203292995691,0.203205622059,8.95752006791e-05,8.95752006791e-05,0,0,0,0,0,0,0,0,1
98,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.25,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499833375216,0.499833361106,0.201015502214,0.200963939666,5.19501706747e-05,5.19501706747e-05,0,0,0,0,0,0,0,0,1
99,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.25,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499916672707,0.499916673609,0.215024486184,0.215012136069,1.23687052048e-05,1.23687052048e-05,0,0,0,0,0,0,0,0,1
100,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.5,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499583512545,0.49958350689,0.203292995691,0.203205622036,8.95752268766e-05,8.95752268766e-05,0,0,0,0,0,0,0,0,1
101,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.5,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499833375216,0.499833361106,0.201009497046,0.200956551344,5.32344321443e-05,5.32344321443e-05,0,0,0,0,0,0,0,0,1
102,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.5,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499916672707,0.499916673609,0.214540407062,0.214529105856,1.13257690605e-05,1.13257690605e-05,0,0,0,0,0,0,0,0,1
103,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.75,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499583512545,0.49958350689,0.203292995691,0.203205622036,8.95752268766e-05,8.95752268766e-05,0,0,0,0,0,0,0,0,1
104,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.75,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499833375216,0.499833361106,0.201009497046,0.200956550357,5.32354623759e-05,5.32354623759e-05,0,0,0,0,0,0,0,0,1
105,synthetic_endurance.csv,seeded,0.5,unknown,0.8,0.75,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.499916672707,0.499916673609,0.214537188411,0.214524701526,1.25195299659e-05,1.25195299659e-05,0,0,0,0,0,0,0,0,1
106,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.25,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799333631992,0.799333611024,0.203294023871,0.203206740055,8.95913969322e-05,8.95913969322e-05,0,0,0,0,0,0,0,0,1
107,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.25,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799733400345,0.799733377769,0.203037962317,0.202985323615,5.32903911963e-05,5.32903911963e-05,0,0,0,0,0,0,0,0,1
108,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.25,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799866676331,0.799866677775,0.239644765854,0.239637634739,7.15554296218e-06,7.15554296218e-06,0,0,0,0,0,0,0,0,1
109,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.5,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799333631992,0.799333611024,0.203294023871,0.203206740032,8.95914163266e-05,8.95914163266e-05,0,0,0,0,0,0,0,0,1
110,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.5,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799733400345,0.799733377769,0.203032150865,0.202977935293,5.46903793504e-05,5.46903793504e-05,0,0,0,0,0,0,0,0,1
111,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.5,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799866676331,0.799866677775,0.239160239697,0.239154604526,5.65189687171e-06,5.65189687171e-06,0,0,0,0,0,0,0,0,1
112,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.75,120,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799333631992,0.799333611024,0.203294023871,0.203206740032,8.95914163266e-05,8.95914163266e-05,0,0,0,0,0,0,0,0,1
113,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.75,300,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799733400345,0.799733377769,0.203032150865,0.202977934307,5.46911861531e-05,5.46911861531e-05,0,0,0,0,0,0,0,0,1
114,synthetic_endurance.csv,seeded,0.8,unknown,0.8,0.75,600,80,15001,15000,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,0,0,0.799866676331,0.799866677775,0.239152982831,0.239150200196,3.12185310658e-06,3.12185310658e-06,0,0,0,0,0,0,0,0,1
115,reset_pre_exhaust.csv,cold-soak,0,unknown,0.8,0.25,300,80,4801,4800,0,1,1,300000,305200,-1,-1,-1,-1,-1,-1,0.00066655559931,0,0.0557577498257,0.0557474630797,0.0546355471015,0.05462537784,1.02867460462e-05,1.02867460462e-05,0,0,0,0,0,0,0,0,1
116,reset_pre_exhaust.csv,cold-soak,0,unknown,0.8,0.5,300,80,4801,4800,0,1,1,300000,305200,-1,-1,-1,-1,-1,-1,0.00066655559931,0,0.0557577498257,0.0557474630797,0.0546355471015,0.05462537784,1.02867460467e-05,1.02867460467e-05,0,0,0,0,0,0,0,0,1
117,reset_pre_exhaust.csv,cold-soak,0,unknown,0.8,0.75,300,80,4801,4800,0,1,1,300000,305200,-1,-1,-1,-1,-1,-1,0.00066655559931,0,0.0557577498257,0.0557474630797,0.0546355471015,0.05462537784,1.02867460467e-05,1.02867460467e-05,0,0,0,0,0,0,0,0,1
118,reset_pre_exhaust.csv,cold-soak,0,known-cold,0.8,0.25,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0,0.0557577498257,0.0557474630797,0.0546355471015,0.05462537784,1.02867460462e-05,1.02867460462e-05,0,0,0,0,0,0,0,0,1
119,reset_pre_exhaust.csv,cold-soak,0,known-cold,0.8,0.5,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0,0.0557577498257,0.0557474630797,0.0546355471015,0.05462537784,1.02867460467e-05,1.02867460467e-05,0,0,0,0,0,0,0,0,1
120,reset_pre_exhaust.csv,cold-soak,0,known-cold,0.8,0.75,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0,0.0557577498257,0.0557474630797,0.0546355471015,0.05462537784,1.02867460467e-05,1.02867460467e-05,0,0,0,0,0,0,0,0,1
121,reset_pre_exhaust.csv,cold-soak,0,seeded,0.5,0.25,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.5,0.501332044601,0.501331557155,0.333760648966,0.333735969661,2.4686942742e-05,2.4686942742e-05,0,0,0,0,0,0,0,0,1
122,reset_pre_exhaust.csv,cold-soak,0,seeded,0.5,0.5,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.5,0.501332044601,0.501331557155,0.333760648966,0.333735969661,2.46869427425e-05,2.46869427425e-05,0,0,0,0,0,0,0,0,1
123,reset_pre_exhaust.csv,cold-soak,0,seeded,0.5,0.75,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.5,0.501332044601,0.501331557155,0.333760648966,0.333735969661,2.46869427425e-05,2.46869427425e-05,0,0,0,0,0,0,0,0,1
124,reset_pre_exhaust.csv,cold-soak,0,seeded,0.8,0.25,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.800000011921,0.800533056259,0.800532622862,0.501230895519,0.501202324753,2.8570766285e-05,2.8570766285e-05,0,0,0,0,0,0,0,0,1
125,reset_pre_exhaust.csv,cold-soak,0,seeded,0.8,0.5,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.800000011921,0.800533056259,0.800532622862,0.501230895519,0.501202324753,2.85707662856e-05,2.85707662856e-05,0,0,0,0,0,0,0,0,1
126,reset_pre_exhaust.csv,cold-soak,0,seeded,0.8,0.75,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.800000011921,0.800533056259,0.800532622862,0.501230895519,0.501202324753,2.85707662856e-05,2.85707662856e-05,0,0,0,0,0,0,0,0,1
127,reset_pre_exhaust.csv,cold-soak,0,restore,0.8,0.25,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.00066655559931,0.0561375133693,0.0561271284255,0.0550076812506,0.0549974012797,1.03849437958e-05,1.03849437958e-05,0,0,0,0,0,0,0,0,1
128,reset_pre_exhaust.csv,cold-soak,0,restore,0.8,0.5,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.00066655559931,0.0561375133693,0.0561271284255,0.0550076812506,0.0549974012797,1.03849437964e-05,1.03849437964e-05,0,0,0,0,0,0,0,0,1
129,reset_pre_exhaust.csv,cold-soak,0,restore,0.8,0.75,300,80,4801,4800,0,1,0,300000,305200,305200,-1,-1,-1,-1,-1,0.00066655559931,0.00066655559931,0.0561375133693,0.0561271284255,0.0550076812506,0.0549974012797,1.03849437964e-05,1.03849437964e-05,0,0,0,0,0,0,0,0,1
130,reset_midrun.csv,cold-soak,0,unknown,0.8,0.25,300,80,4801,4800,0,1,1,300000,335000,-1,-1,-1,-1,-1,-1,0.0125855635852,0,0.0482186488807,0.0482098669831,0.0472481809556,0.0472394985186,8.78199845001e-06,8.78199845001e-06,0,0,0,0,0,0,0,0,1
131,reset_midrun.csv,cold-soak,0,unknown,0.8,0.5,300,80,4801,4800,0,1,1,300000,335000,-1,-1,-1,-1,-1,-1,0.0125855635852,0,0.0482186488807,0.0482098669831,0.0472481809556,0.0472394985186,8.78199845047e-06,8.78199845047e-06,0,0,0,0,0,0,0,0,1
132,reset_midrun.csv,cold-soak,0,unknown,0.8,0.75,300,80,4801,4800,0,1,1,300000,335000,-1,-1,-1,-1,-1,-1,0.0125855635852,0,0.0482186488807,0.0482098669831,0.0472481809556,0.0472394985186,8.78199845047e-06,8.78199845047e-06,0,0,0,0,0,0,0,0,1
133,reset_midrun.csv,cold-soak,0,known-cold,0.8,0.25,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0,0.0482186488807,0.0482098669831,0.0472481809556,0.0472394985186,8.78199845001e-06,8.78199845001e-06,0,0,0,0,0,0,0,0,1
134,reset_midrun.csv,cold-soak,0,known-cold,0.8,0.5,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0,0.0482186488807,0.0482098669831,0.0472481809556,0.0472394985186,8.78199845047e-06,8.78199845047e-06,0,0,0,0,0,0,0,0,1
135,reset_midrun.csv,cold-soak,0,known-cold,0.8,0.75,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0,0.0482186488807,0.0482098669831,0.0472481809556,0.0472394985186,8.78199845047e-06,8.78199845047e-06,0,0,0,0,0,0,0,0,1
136,reset_midrun.csv,cold-soak,0,seeded,0.5,0.25,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.5,0.499833375216,0.499833361106,0.355520963669,0.355498833242,2.21348982411e-05,2.21348982411e-05,0,0,0,0,0,0,0,0,1
137,reset_midrun.csv,cold-soak,0,seeded,0.5,0.5,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.5,0.499833375216,0.499833361106,0.355520963669,0.355498833242,2.21348982415e-05,2.21348982415e-05,0,0,0,0,0,0,0,0,1
138,reset_midrun.csv,cold-soak,0,seeded,0.5,0.75,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.5,0.499833375216,0.499833361106,0.355520963669,0.355498833242,2.21348982415e-05,2.21348982415e-05,0,0,0,0,0,0,0,0,1
139,reset_midrun.csv,cold-soak,0,seeded,0.8,0.25,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.800000011921,0.799733400345,0.799733377769,0.540479898453,0.540454434076,2.54772157091e-05,2.54772157091e-05,0,0,0,0,0,0,0,0,1
140,reset_midrun.csv,cold-soak,0,seeded,0.8,0.5,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.800000011921,0.799733400345,0.799733377769,0.540479898453,0.540454434076,2.54772157096e-05,2.54772157096e-05,0,0,0,0,0,0,0,0,1
141,reset_midrun.csv,cold-soak,0,seeded,0.8,0.75,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.800000011921,0.799733400345,0.799733377769,0.540479898453,0.540454434076,2.54772157096e-05,2.54772157096e-05,0,0,0,0,0,0,0,0,1
142,reset_midrun.csv,cold-soak,0,restore,0.8,0.25,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.0125855635852,0.0561375133693,0.0561271284255,0.0550076812506,0.0549974012797,1.03849437958e-05,1.03849437958e-05,0,0,0,0,0,0,0,0,1
143,reset_midrun.csv,cold-soak,0,restore,0.8,0.5,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.0125855635852,0.0561375133693,0.0561271284255,0.0550076812506,0.0549974012797,1.03849437964e-05,1.03849437964e-05,0,0,0,0,0,0,0,0,1
144,reset_midrun.csv,cold-soak,0,restore,0.8,0.75,300,80,4801,4800,0,1,0,300000,335000,335000,-1,-1,-1,-1,-1,0.0125855635852,0.0125855635852,0.0561375133693,0.0561271284255,0.0550076812506,0.0549974012797,1.03849437964e-05,1.03849437964e-05,0,0,0,0,0,0,0,0,1
